,AvailabilityZone,InstanceType,Max,Mean,Median,Min,STD,OnDemand,yrTerm1Standard.allUpfront,yrTerm1Standard.noUpfront,yrTerm1Standard.partialUpfront,yrTerm3Convertible.allUpfront,yrTerm3Convertible.noUpfront,yrTerm3Convertible.partialUpfront,yrTerm3Standard.allUpfront,yrTerm3Standard.partialUpfront
568,ap-southeast-1a,c3.xlarge,0.5800000000000001,0.12113583489778768,0.10405555555555554,0.09163333333333333,0.04847601216643637,0.265,0.166,0.196,0.16899999999999998,0.149,0.17600000000000002,0.152,0.11199999999999999,0.11900000000000001
569,ap-southeast-1b,c3.xlarge,0.31951315789473705,0.09849390039355185,0.0944733201581028,0.09204285714285705,0.01351940296898523,0.265,0.166,0.196,0.16899999999999998,0.149,0.17600000000000002,0.152,0.11199999999999999,0.11900000000000001
570,ap-southeast-2a,c3.xlarge,1.4365499999999998,0.12663078308886475,0.11332571839080463,0.09055581395348838,0.1048325459525555,0.265,0.166,0.196,0.16899999999999998,0.149,0.17600000000000002,0.152,0.11199999999999999,0.11900000000000001
571,ap-southeast-2b,c3.xlarge,0.20863333333333334,0.12934578414833808,0.1294197787898504,0.09054999999999999,0.018287981198936622,0.265,0.166,0.196,0.16899999999999998,0.149,0.17600000000000002,0.152,0.11199999999999999,0.11900000000000001
572,ap-southeast-2c,c3.xlarge,1.0292999999999999,0.10897277273409203,0.0983483157894737,0.09050000000000001,0.041785962443056615,0.265,0.166,0.196,0.16899999999999998,0.149,0.17600000000000002,0.152,0.11199999999999999,0.11900000000000001
573,eu-central-1a,c3.xlarge,0.2801416666666666,0.09729886416919656,0.0938136037735849,0.09075681818181817,0.011458321489542787,0.258,0.16699999999999998,0.192,0.17,0.15,0.17300000000000001,0.153,0.111,0.11800000000000001
574,eu-central-1b,c3.xlarge,0.23505500000000001,0.17609091683367856,0.18161964285714285,0.0904,0.0371478591258996,0.258,0.16699999999999998,0.192,0.17,0.15,0.17300000000000001,0.153,0.111,0.11800000000000001
575,eu-west-1a,c3.xlarge,0.2061,0.09676692511705152,0.09509999999999999,0.0918,0.006405659910145637,0.239,0.154,0.18,0.157,0.139,0.162,0.142,0.10300000000000001,0.11
576,eu-west-1b,c3.xlarge,0.12831499999999998,0.09623783934592961,0.09537965909090912,0.09345000000000003,0.0030035114751587543,0.239,0.154,0.18,0.157,0.139,0.162,0.142,0.10300000000000001,0.11
577,eu-west-1c,c3.xlarge,0.2062,0.10087870048006709,0.09744823232323234,0.09285714285714286,0.01018950119957884,0.239,0.154,0.18,0.157,0.139,0.162,0.142,0.10300000000000001,0.11
578,us-east-1a,c3.xlarge,3.76,0.11828494745147394,0.09711741310160427,0.08400000000000002,0.12054926844405979,0.21,0.125,0.146,0.127,0.11199999999999999,0.131,0.115,0.079,0.084
579,us-east-1c,c3.xlarge,3.76,0.1020170240553164,0.09589025894538607,0.08501935483870968,0.09887858034538072,0.21,0.125,0.146,0.127,0.11199999999999999,0.131,0.115,0.079,0.084
580,us-east-1d,c3.xlarge,2.068,0.09912573015838451,0.0947394444444444,0.08439047619047621,0.05783112608862371,0.21,0.125,0.146,0.127,0.11199999999999999,0.131,0.115,0.079,0.084
581,us-west-1b,c3.xlarge,0.12164271356783929,0.09133017657329134,0.0903986852526533,0.0828451612903226,0.006124999189798003,0.239,0.154,0.18,0.157,0.139,0.162,0.142,0.10300000000000001,0.11
582,us-west-1c,c3.xlarge,0.11578723404255314,0.09080906030165412,0.09031838303821063,0.08245,0.004801677967992045,0.239,0.154,0.18,0.157,0.139,0.162,0.142,0.10300000000000001,0.11
583,us-west-2a,c3.xlarge,0.1483058823529412,0.0908429900925344,0.09043836813987371,0.08421999999999999,0.0037970050357544324,0.21,0.125,0.146,0.127,0.11199999999999999,0.131,0.115,0.079,0.084
584,us-west-2b,c3.xlarge,0.17158749999999998,0.09230847780939105,0.09110248538011692,0.08443333333333333,0.0061807913529095745,0.21,0.125,0.146,0.127,0.11199999999999999,0.131,0.115,0.079,0.084
585,us-west-2c,c3.xlarge,0.1302711340206184,0.09418632659059616,0.09330576929902398,0.08474999999999999,0.005922468262429835,0.21,0.125,0.146,0.127,0.11199999999999999,0.131,0.115,0.079,0.084
586,ap-northeast-2a,c4.4xlarge,1.8728083333333334,0.1690255996047557,0.1096,0.0971,0.15579381903253342,0.907,0.575,0.687,0.5870000000000001,0.518,0.618,0.528,0.415,0.441
587,ap-northeast-2c,c4.4xlarge,2.6825,0.18290836596264506,0.10884999999999999,0.09796666666666669,0.1839165688268361,0.907,0.575,0.687,0.5870000000000001,0.518,0.618,0.528,0.415,0.441
588,ap-southeast-1a,c4.4xlarge,0.8767083333333332,0.28658404402374993,0.21885707236842106,0.2111,0.11782575880694585,0.924,0.581,0.6940000000000001,0.593,0.523,0.625,0.534,0.389,0.414
589,ap-southeast-1b,c4.4xlarge,1.4907789473684208,0.3071924454434069,0.22997600732600737,0.21250000000000002,0.1208478352971773,0.924,0.581,0.6940000000000001,0.593,0.523,0.625,0.534,0.389,0.414
590,ap-southeast-2a,c4.4xlarge,10.477,0.4054371432729059,0.3567797730829421,0.21216666666666664,0.48142322343623695,1.042,0.621,0.742,0.634,0.5589999999999999,0.6679999999999999,0.5710000000000001,0.43799999999999994,0.466
591,ap-southeast-2b,c4.4xlarge,0.8296333333333333,0.3126306745909798,0.2618999999999999,0.2108,0.12607368402868843,1.042,0.621,0.742,0.634,0.5589999999999999,0.6679999999999999,0.5710000000000001,0.43799999999999994,0.466
592,ap-southeast-2c,c4.4xlarge,5.765030769230768,0.33479146613572813,0.2500647058823529,0.2117,0.2859241803392741,1.042,0.621,0.742,0.634,0.5589999999999999,0.6679999999999999,0.5710000000000001,0.43799999999999994,0.466
593,eu-central-1a,c4.4xlarge,0.8477903225806452,0.5153181219117698,0.41383925619834727,0.24625185185185186,0.2237037970537138,0.909,0.586,0.7,0.598,0.527,0.63,0.5379999999999999,0.42200000000000004,0.449
594,eu-central-1b,c4.4xlarge,0.6505214285714286,0.2833528660965449,0.27708907096424695,0.21293333333333334,0.05694425157274531,0.909,0.586,0.7,0.598,0.527,0.63,0.5379999999999999,0.42200000000000004,0.449
595,eu-west-1a,c4.4xlarge,10.1,0.6414736417984126,0.3286066091577013,0.2141454545454546,0.8118870295993329,0.905,0.579,0.691,0.591,0.521,0.622,0.532,0.41,0.436
596,eu-west-1b,c4.4xlarge,7.814916666666668,0.5624587674416826,0.3917175373134327,0.219475,0.5806924597226236,0.905,0.579,0.691,0.591,0.521,0.622,0.532,0.41,0.436
597,eu-west-1c,c4.4xlarge,9.169261111111108,0.38529745952684497,0.31138140051437924,0.22039411764705885,0.3987828617342942,0.905,0.579,0.691,0.591,0.521,0.622,0.532,0.41,0.436
598,us-east-1a,c4.4xlarge,8.903333333333334,1.1841492834786012,0.42304138634046906,0.1930695652173913,1.7941470880554868,0.7959999999999999,0.473,0.565,0.483,0.426,0.509,0.435,0.31,0.33
599,us-east-1c,c4.4xlarge,15.92,1.41109912953253,0.3148075790593743,0.18859111111111113,3.11401244410887,0.7959999999999999,0.473,0.565,0.483,0.426,0.509,0.435,0.31,0.33
600,us-east-1d,c4.4xlarge,8.460744999999998,0.5846683215210009,0.26719721132851415,0.19063636363636363,0.8870688620215086,0.7959999999999999,0.473,0.565,0.483,0.426,0.509,0.435,0.31,0.33
601,us-west-1b,c4.4xlarge,1.73285,0.2600516852717635,0.22837733516483516,0.18238333333333334,0.09081636991356141,0.997,0.637,0.76,0.65,0.573,0.684,0.585,0.433,0.461
602,us-west-1c,c4.4xlarge,4.380129999999999,0.3441155678478481,0.24007686314363136,0.1832,0.3897926191831728,0.997,0.637,0.76,0.65,0.573,0.684,0.585,0.433,0.461
603,us-west-2a,c4.4xlarge,8.46655,0.3515351227017694,0.2908509905020353,0.19553243243243246,0.4163125880928226,0.7959999999999999,0.473,0.565,0.483,0.426,0.509,0.435,0.31,0.33
604,us-west-2b,c4.4xlarge,3.0781725274725256,0.3839314611008088,0.32607904204706184,0.18974727272727282,0.2103173749489043,0.7959999999999999,0.473,0.565,0.483,0.426,0.509,0.435,0.31,0.33
605,us-west-2c,c4.4xlarge,15.92,0.5905549700455993,0.2904371897258796,0.19473529411764706,1.1340858033095003,0.7959999999999999,0.473,0.565,0.483,0.426,0.509,0.435,0.31,0.33
606,ap-northeast-2a,r3.2xlarge,0.5201,0.10136441415679698,0.09530000000000001,0.08,0.02743762416838917,0.7979999999999999,0.509,0.607,0.519,0.45799999999999996,0.546,0.467,0.336,0.35700000000000004
607,ap-northeast-2c,r3.2xlarge,0.3398285714285714,0.10283675120065931,0.0975875,0.08,0.02136157436550654,0.7979999999999999,0.509,0.607,0.519,0.45799999999999996,0.546,0.467,0.336,0.35700000000000004
608,ap-southeast-1a,r3.2xlarge,1.372866666666667,0.3593806715584228,0.3298003010752689,0.15576530612244902,0.16562539228698162,0.7979999999999999,0.509,0.597,0.519,0.45799999999999996,0.537,0.467,0.335,0.35700000000000004
609,ap-southeast-1b,r3.2xlarge,1.0050054794520558,0.27356251651060387,0.23695413752913747,0.15625526315789476,0.1001297465031628,0.7979999999999999,0.509,0.597,0.519,0.45799999999999996,0.537,0.467,0.335,0.35700000000000004
610,ap-southeast-2a,r3.2xlarge,0.7553022222222223,0.2724540488954601,0.2579808429118774,0.13476000000000002,0.06293884403808231,0.7979999999999999,0.509,0.597,0.519,0.45799999999999996,0.537,0.467,0.335,0.35700000000000004
611,ap-southeast-2b,r3.2xlarge,0.5784529411764706,0.24228289363856922,0.2439137414965986,0.13452000000000003,0.04942916933777542,0.7979999999999999,0.509,0.597,0.519,0.45799999999999996,0.537,0.467,0.335,0.35700000000000004
612,ap-southeast-2c,r3.2xlarge,5.345433333333333,0.31087849468505674,0.26026666666666665,0.14015,0.23731529232129975,0.7979999999999999,0.509,0.597,0.519,0.45799999999999996,0.537,0.467,0.335,0.35700000000000004
613,eu-central-1a,r3.2xlarge,0.6457749999999999,0.17066302936089828,0.1618765625,0.1311,0.03357832877923976,0.8,0.493,0.585,0.503,0.444,0.527,0.452,0.327,0.34700000000000003
614,eu-central-1b,r3.2xlarge,0.7173695652173914,0.17601856548683945,0.1609741666666667,0.14297666666666664,0.050881846008635295,0.8,0.493,0.585,0.503,0.444,0.527,0.452,0.327,0.34700000000000003
615,eu-west-1a,r3.2xlarge,2.029619444444444,0.2269461842726184,0.20476337499999997,0.14081818181818184,0.09873521299432986,0.741,0.457,0.5429999999999999,0.466,0.41100000000000003,0.489,0.419,0.303,0.322
616,eu-west-1b,r3.2xlarge,1.1,0.2384490558156471,0.20007520325203254,0.14612702702702704,0.099745471771242,0.741,0.457,0.5429999999999999,0.466,0.41100000000000003,0.489,0.419,0.303,0.322
617,eu-west-1c,r3.2xlarge,7.9,0.21532366206446793,0.18864645658263307,0.1421166666666667,0.34897156930736045,0.741,0.457,0.5429999999999999,0.466,0.41100000000000003,0.489,0.419,0.303,0.322
618,us-east-1a,r3.2xlarge,3.9214285714285717,0.37553886205588594,0.28214170471253563,0.13235210918114124,0.31728058051551766,0.665,0.353,0.418,0.36,0.317,0.376,0.324,0.233,0.248
619,us-east-1c,r3.2xlarge,7.15,0.5663047753295393,0.2878157655639387,0.12544411764705887,0.9150586229118411,0.665,0.353,0.418,0.36,0.317,0.376,0.324,0.233,0.248
620,us-east-1d,r3.2xlarge,6.6075,0.4136157550255089,0.25187394119089207,0.1304152941176471,0.530656089692991,0.665,0.353,0.418,0.36,0.317,0.376,0.324,0.233,0.248
621,us-west-1b,r3.2xlarge,0.9841102564102562,0.26769412762723443,0.2464450450450451,0.1303869565217391,0.11754775578039961,0.741,0.457,0.5429999999999999,0.466,0.41100000000000003,0.489,0.419,0.303,0.322
622,us-west-1c,r3.2xlarge,0.8595839080459772,0.25197175346478623,0.23508257142857147,0.1280125,0.10035698177781856,0.741,0.457,0.5429999999999999,0.466,0.41100000000000003,0.489,0.419,0.303,0.322
623,ap-northeast-1a,c1.xlarge,0.6666666666666666,0.24613034060687813,0.22603939393939396,0.13040000000000002,0.08290785744846171,0.632,0.42700000000000005,0.48,0.435,,,,0.287,0.306
624,ap-northeast-1c,c1.xlarge,3.5950000000000006,0.24006955225234722,0.18417857142857144,0.13123333333333334,0.33883381135685237,0.632,0.42700000000000005,0.48,0.435,,,,0.287,0.306
625,ap-southeast-1a,c1.xlarge,0.47553333333333336,0.1767353924924344,0.16745,0.13,0.05557009810719907,0.655,0.414,0.488,0.42200000000000004,,,,0.278,0.29600000000000004
626,ap-southeast-1b,c1.xlarge,0.9425000000000001,0.18783364790434215,0.1548,0.13,0.13342507821493707,0.655,0.414,0.488,0.42200000000000004,,,,0.278,0.29600000000000004
627,ap-southeast-2a,c1.xlarge,0.3387142857142857,0.13705947915518485,0.13283333333333333,0.1303,0.013738913834019373,0.655,0.414,0.488,0.42200000000000004,,,,0.278,0.29600000000000004
628,ap-southeast-2b,c1.xlarge,1.8934333333333333,0.14119121184659783,0.13553333333333337,0.13043333333333332,0.04953647857502085,0.655,0.414,0.488,0.42200000000000004,,,,0.278,0.29600000000000004
629,eu-west-1a,c1.xlarge,0.384,0.14797524328713813,0.14207272727272727,0.13040000000000002,0.02765281040003728,0.5920000000000001,0.382,0.444,0.39,,,,0.256,0.272
630,eu-west-1b,c1.xlarge,0.384,0.1464072250689785,0.14080000000000004,0.13033333333333333,0.012746111232972807,0.5920000000000001,0.382,0.444,0.39,,,,0.256,0.272
631,eu-west-1c,c1.xlarge,0.3843,0.1482664371578069,0.14621555555555557,0.13774000000000003,0.018225791145457384,0.5920000000000001,0.382,0.444,0.39,,,,0.256,0.272
632,us-east-1a,c1.xlarge,0.5115428571428572,0.18016376839009526,0.14589270782889427,0.11895294117647058,0.07061260114202439,0.52,0.309,0.364,0.315,,,,0.196,0.20800000000000002
633,us-east-1c,c1.xlarge,0.3034609999999998,0.18338703831904352,0.1731563064348729,0.14392183098591552,0.029966763677588742,0.52,0.309,0.364,0.315,,,,0.196,0.20800000000000002
634,us-east-1d,c1.xlarge,0.3072285714285715,0.17082271747632488,0.15772607142857148,0.12610526315789475,0.03658618167699845,0.52,0.309,0.364,0.315,,,,0.196,0.20800000000000002
635,us-west-1b,c1.xlarge,0.2413,0.13025487754659928,0.11535,0.1147,0.0289813932167223,0.5920000000000001,0.382,0.444,0.39,,,,0.256,0.272
636,us-west-1c,c1.xlarge,0.2412,0.12389495686724174,0.1148,0.11445,0.027559573841748917,0.5920000000000001,0.382,0.444,0.39,,,,0.256,0.272
637,us-west-2a,c1.xlarge,0.19868510638297862,0.1378775527267515,0.1336822072072072,0.126,0.012946228235772262,0.52,0.309,0.364,0.315,,,,0.196,0.20800000000000002
638,us-west-2b,c1.xlarge,0.3204666666666667,0.12611407528032145,0.11703333333333332,0.11563333333333332,0.037356869938204536,0.52,0.309,0.364,0.315,,,,0.196,0.20800000000000002
639,us-west-2c,c1.xlarge,0.3203,0.124036763971337,0.11885,0.11750000000000001,0.02834411454345654,0.52,0.309,0.364,0.315,,,,0.196,0.20800000000000002
640,ap-northeast-1a,c3.large,0.1031,0.07649625374271064,0.07044444444444445,0.07024615384615386,0.012557880053428222,0.128,0.086,0.09699999999999999,0.08800000000000001,0.077,0.087,0.079,0.057999999999999996,0.062
641,ap-northeast-1c,c3.large,0.1031,0.0728685657281356,0.07055,0.0703,0.008251241061460713,0.128,0.086,0.09699999999999999,0.08800000000000001,0.077,0.087,0.079,0.057999999999999996,0.062
642,ap-southeast-1a,c3.large,0.09612826086956523,0.07507713319058465,0.07357777777777777,0.071925,0.0035096270292562597,0.132,0.083,0.098,0.085,0.075,0.08800000000000001,0.076,0.055999999999999994,0.06
643,ap-southeast-1b,c3.large,0.07670740740740739,0.07182751430666078,0.07135000000000002,0.07104444444444442,0.0010522046103795342,0.132,0.083,0.098,0.085,0.075,0.08800000000000001,0.076,0.055999999999999994,0.06
644,ap-southeast-2a,c3.large,0.12416666666666669,0.06842916152947157,0.0671,0.06664999999999999,0.004234992569234336,0.132,0.083,0.098,0.085,0.075,0.08800000000000001,0.076,0.055999999999999994,0.06
645,ap-southeast-2b,c3.large,0.1243,0.07189490647706435,0.06705,0.06659999999999999,0.01386233448277674,0.132,0.083,0.098,0.085,0.075,0.08800000000000001,0.076,0.055999999999999994,0.06
646,ap-southeast-2c,c3.large,0.1241,0.07192459117824002,0.06876125,0.06634999999999998,0.0059370677716024545,0.132,0.083,0.098,0.085,0.075,0.08800000000000001,0.076,0.055999999999999994,0.06
647,eu-central-1a,c3.large,0.1031,0.07298506221083136,0.07025,0.07014999999999999,0.008509598491391308,0.129,0.083,0.096,0.084,0.07400000000000001,0.086,0.076,0.055999999999999994,0.06
648,eu-central-1b,c3.large,0.1031,0.08274306659340892,0.07025,0.0701,0.015681424695253358,0.129,0.083,0.096,0.084,0.07400000000000001,0.086,0.076,0.055999999999999994,0.06
649,eu-west-1a,c3.large,0.10323333333333334,0.07629456975037727,0.07075555555555556,0.0702,0.011955532833170433,0.12,0.077,0.09,0.078,0.069,0.081,0.07,0.052000000000000005,0.055
650,eu-west-1b,c3.large,0.10316666666666667,0.07368030162695315,0.07100999999999999,0.07024999999999999,0.00719266308649479,0.12,0.077,0.09,0.078,0.069,0.081,0.07,0.052000000000000005,0.055
651,eu-west-1c,c3.large,0.10314999999999999,0.07318254358735646,0.07134999999999998,0.0703,0.007210196884768343,0.12,0.077,0.09,0.078,0.069,0.081,0.07,0.052000000000000005,0.055
652,us-east-1a,c3.large,0.1042,0.0692653606497249,0.06684083333333334,0.06609999999999999,0.00845362156631169,0.105,0.062,0.073,0.063,0.055999999999999994,0.066,0.057,0.039,0.040999999999999995
653,us-east-1c,c3.large,0.1041,0.06814497407499719,0.06674365079365079,0.06609999999999999,0.006011681164874002,0.105,0.062,0.073,0.063,0.055999999999999994,0.066,0.057,0.039,0.040999999999999995
654,us-east-1d,c3.large,0.1041,0.06795773607591847,0.06673333333333333,0.06609999999999999,0.005156615549395042,0.105,0.062,0.073,0.063,0.055999999999999994,0.066,0.057,0.039,0.040999999999999995
655,us-west-1b,c3.large,0.07273333333333334,0.06978341570535108,0.06968019607843137,0.06766909090909091,0.0008241799993438521,0.12,0.077,0.09,0.078,0.069,0.081,0.07,0.052000000000000005,0.055
656,us-west-1c,c3.large,0.07365428571428571,0.06909657459337298,0.068906512605042,0.0621,0.0018534030157897807,0.12,0.077,0.09,0.078,0.069,0.081,0.07,0.052000000000000005,0.055
657,us-west-2a,c3.large,0.1041,0.06985699291918815,0.06739499999999998,0.06645000000000001,0.008242083856046125,0.105,0.062,0.073,0.063,0.055999999999999994,0.066,0.057,0.039,0.040999999999999995
658,us-west-2b,c3.large,0.1041,0.0708002260186459,0.0676,0.0663,0.009715959448054855,0.105,0.062,0.073,0.063,0.055999999999999994,0.066,0.057,0.039,0.040999999999999995
659,us-west-2c,c3.large,0.1041,0.07146541862786936,0.06764999999999997,0.06636666666666667,0.010549831567266197,0.105,0.062,0.073,0.063,0.055999999999999994,0.066,0.057,0.039,0.040999999999999995
660,ap-northeast-1a,c1.medium,0.1066,0.07184270405534719,0.07089999999999999,0.07039999999999999,0.0047093777922537095,0.158,0.106,0.12,0.109,,,,0.071,0.076
661,ap-northeast-1c,c1.medium,0.1064,0.07217143172031584,0.07116842105263159,0.07043333333333333,0.003992096778200899,0.158,0.106,0.12,0.109,,,,0.071,0.076
662,ap-southeast-1a,c1.medium,0.0728,0.06833924571222516,0.07024999999999999,0.06,0.0034778385809030284,0.16399999999999998,0.10300000000000001,0.122,0.106,,,,0.07,0.075
663,ap-southeast-1b,c1.medium,0.07418181818181817,0.06912744798927112,0.07029999999999999,0.06,0.003101101931577986,0.16399999999999998,0.10300000000000001,0.122,0.106,,,,0.07,0.075
664,ap-southeast-2a,c1.medium,0.18151428571428566,0.07094624534531391,0.0703,0.06,0.011968342560674283,0.16399999999999998,0.10300000000000001,0.122,0.106,,,,0.07,0.075
665,ap-southeast-2b,c1.medium,0.07983333333333334,0.07054072290188354,0.07096666666666666,0.06,0.003716345210735484,0.16399999999999998,0.10300000000000001,0.122,0.106,,,,0.07,0.075
666,eu-west-1a,c1.medium,0.0961,0.0814696648839529,0.07036666666666667,0.0701,0.012762485762530758,0.14800000000000002,0.095,0.111,0.09699999999999999,,,,0.064,0.068
667,eu-west-1b,c1.medium,0.09681111111111111,0.08228656358919932,0.07876666666666667,0.0701,0.012239781292258263,0.14800000000000002,0.095,0.111,0.09699999999999999,,,,0.064,0.068
668,eu-west-1c,c1.medium,0.0961,0.07840846762589992,0.07024999999999999,0.0701,0.011763163889191451,0.14800000000000002,0.095,0.111,0.09699999999999999,,,,0.064,0.068
669,us-east-1a,c1.medium,0.07626709677419354,0.06504602850916541,0.06676486486486488,0.0501,0.0045262813519907985,0.13,0.077,0.091,0.078,,,,0.049,0.052000000000000005
670,us-east-1c,c1.medium,0.077765,0.06475196591075424,0.06565,0.0501,0.004676805197009977,0.13,0.077,0.091,0.078,,,,0.049,0.052000000000000005
671,us-east-1d,c1.medium,0.07755119047619045,0.06416590317999742,0.0652857142857143,0.0501,0.004761541331990273,0.13,0.077,0.091,0.078,,,,0.049,0.052000000000000005
